team_id,team_name,season,week,team1_raw,score1,team2_raw,score2,notes
261,@Amarillo,2003,35,Record: 6-,5,-,0,
261,@Amarillo,2003,36,nSan Angelo Centralv,28,LAmarillod,7,
261,@Amarillo,2003,37,3Pampav,31,LAmarillov,17,
261,@Amarillo,2003,38,POdessa Permianv,28,LAmarillo,21,
261,@Amarillo,2003,39,PMidland Highv,35,LAmarillov,15,
261,@Amarillo,2003,40,LAmarillov,9,nPalo Durof,6,
261,@Amarillo,2003,41,LAmarillov,52,TLubbock Estacadof,6,
261,@Amarillo,2003,42,LAmarillo,13,LTascosav,3,
261,@Amarillo,2003,43,LAmarillor,16,xLubbock Coronadov,10,
261,@Amarillo,2003,44,LAmarillov,59,#Lubbockv,28,
261,@Amarillo,2003,45,LAmarillov,17,*Lubbock Monterey,13,
261,@Amarillo,2003,46,PEl Paso Andressv,35,L,27,
261,@Amarillo,2002,35,Record: 5-,7,-,0,
261,@Amarillo,2002,36,3Pampav,23,LAmarillor,16,
261,@Amarillo,2002,37,POdessa Permianv,52,LAmarillos,14,
261,@Amarillo,2002,38,PMidland Highv,28,LAmarillof,6,
261,@Amarillo,2002,39,nPalo Duros,14,LAmarilloy,0,
261,@Amarillo,2002,40,LAmarillov,30,TLubbock Estacado,21,
261,@Amarillo,2002,41,LAmarillov,10,LTascosay,0,
261,@Amarillo,2002,42,LAmarillor,16,nSan Angelo Centralv,9,
261,@Amarillo,2002,43,xLubbock Coronadov,24,LAmarillov,17,
261,@Amarillo,2002,44,LAmarillov,31,#Lubbockv,29,
261,@Amarillo,2002,45,*Lubbock Montereyv,32,LAmarilloy,0,
261,@Amarillo,2002,46,L,27,PFranklin,13,
261,@Amarillo,2002,47,T,35,LAmarillov,24,
261,@Amarillo,2001,35,Record:,6,-6-,0,
261,@Amarillo,2001,36,nPalo Durov,20,LAmarillos,14,
261,@Amarillo,2001,37,LAmarillov,10,#Plainviewv,9,
261,@Amarillo,2001,38,LAmarillov,10,3Pampad,7,
261,@Amarillo,2001,39,POdessa Permian,21,LAmarillov,10,
261,@Amarillo,2001,40,PMidland Highv,31,LAmarillof,6,
261,@Amarillo,2001,41,LAmarillov,20,nSan Angelo Centraly,0,
261,@Amarillo,2001,42,*Lubbock Montereyv,35,LAmarilloy,0,
261,@Amarillo,2001,43,LAmarillov,20,TKeller Centraly,0,
261,@Amarillo,2001,44,LAmarillov,17,xLubbock Coronadov,10,
261,@Amarillo,2001,45,LTascosav,19,LAmarillo,13,
261,@Amarillo,2001,46,LAmarillov,42,#Lubbocky,0,
261,@Amarillo,2001,47,P,14,LAmarillod,7,
261,@Amarillo,2000,35,Record: 5-,6,-,0,
261,@Amarillo,2000,36,3Pampa,21,LAmarillov,10,
261,@Amarillo,2000,37,PMidland Highv,17,LAmarillov,10,
261,@Amarillo,2000,38,LAmarillov,28,nPalo Durof,6,
261,@Amarillo,2000,39,LAmarillos,14,#Plainviewd,7,
261,@Amarillo,2000,40,POdessa Permianv,35,LAmarillos,14,
261,@Amarillo,2000,41,LAmarillo,21,LTascosas,14,
261,@Amarillo,2000,42,LAmarillov,10,xLubbock Coronadod,7,
261,@Amarillo,2000,43,LAmarillov,29,#Lubbockf,6,
261,@Amarillo,2000,44,*Lubbock Montereyv,35,LAmarillo,21,
261,@Amarillo,2000,45,nSan Angelo Centralv,39,LAmarillov,28,
261,@Amarillo,2000,46,TAbilene Cooperv,26,LAmarilloy,0,
261,@Amarillo,1999,35,Record:,12,-1-,0,
261,@Amarillo,1999,36,LAmarillov,31,"*Clovis, NMy",0,
261,@Amarillo,1999,37,LAmarillov,42,nPalo Durov,20,
261,@Amarillo,1999,38,LAmarillo,45,LDumasy,0,
261,@Amarillo,1999,39,LAmarillo,21,POdessa Permians,14,
261,@Amarillo,1999,40,LAmarillov,23,3Pampay,0,
261,@Amarillo,1999,41,LAmarilloa,48,LTascosad,7,
261,@Amarillo,1999,42,LAmarillov,27,xLubbock Coronadod,7,
261,@Amarillo,1999,43,LAmarillov,34,#Lubbockd,7,
261,@Amarillo,1999,44,LAmarillov,23,*Lubbock Montereyv,12,
261,@Amarillo,1999,45,LAmarillov,10,nSan Angelo Centralv,3,
261,@Amarillo,1999,46,LAmarillov,33,TAbilene Cooperv,30,
261,@Amarillo,1999,47,L,37,nEastwoodr,16,
261,@Amarillo,1999,48,TSouth Grand Prairiev,35,LAmarillo,13,
261,@Amarillo,1998,35,Record: 9-,4,-,0,
261,@Amarillo,1998,36,LAmarillor,16,"*Clovis, NMv",9,
261,@Amarillo,1998,37,LAmarillov,20,nPalo Duroy,0,
261,@Amarillo,1998,38,LAmarillov,27,LDumasd,7,
261,@Amarillo,1998,39,POdessa Permianv,25,LAmarillo,13,
261,@Amarillo,1998,40,LAmarillov,24,,3,
261,@Amarillo,1998,41,LTascosa,21,LAmarillor,16,
261,@Amarillo,1998,42,LAmarillov,20,xLubbock Coronadov,17,
261,@Amarillo,1998,43,LAmarillov,32,#Lubbockd,7,
261,@Amarillo,1998,44,LAmarillov,35,*Lubbock Montereyd,7,
261,@Amarillo,1998,45,nSan Angelo Central,13,LAmarillov,12,
261,@Amarillo,1998,46,LAmarillov,36,TAbilene Cooperv,11,
261,@Amarillo,1998,47,L,28,#El Paso Socorrof,6,
261,@Amarillo,1998,48,TSouth Grand Prairiev,38,LAmarillov,20,
261,@Amarillo,1997,35,Record:,11,-3-,0,
261,@Amarillo,1997,36,LAmarillo,21,"*Clovis, NMv",19,
261,@Amarillo,1997,37,LAmarillov,28,#Plainviewd,7,
